Title,Num_Of_Prev_Drops,Whitepaper,Requirement_Count,Guide_Length,Social_Media_Count,is_scam
Mini FLOKI Token,0,0,0,0,0,1
Activision Blizzard DAO,0,0,0,0,0,1
SYN CITY,0,0,0,0,0,1
Paxos Gold,0,0,0,0,0,1
Degen DAO,0,0,0,0,0,1
Animoca Brands Metaverse,0,0,0,0,0,1
Bulleon Promo Token,0,0,0,0,0,1
Discord DAO,0,0,0,0,0,1
GoldenBullrun,0,0,0,0,0,1
DISNEY DAO,0,0,0,0,0,1
Opera DAO,0,0,0,0,0,1
Porsche Metaverse,0,0,0,0,0,1
Vice Metaverse,0,0,0,0,0,1
AC DAO,0,0,0,0,0,1
LEGO Metaverse,0,0,0,0,0,1
BMW Metaverse,0,0,0,0,0,1
DELL Metaverse,0,0,0,0,0,1
Armani Metaverse,0,0,0,0,0,1
CoronaCoin,0,0,0,0,0,1
SpaceX DAO,0,0,0,0,0,1
Uber Metaverse,0,0,0,0,0,1
Hollywood Metaverse,0,0,0,0,0,1
Rabbit Rocket,0,0,0,0,0,1
Tesla DAO,0,0,0,0,0,1
OpenSea,0,0,0,0,0,1
Solidly Exchange,0,0,0,0,0,1
KFC DAO,0,0,0,0,0,1
UkraineDAO,0,0,0,0,0,1
A16Z COIN,0,0,0,0,0,1
Happy New Year,0,0,0,0,0,1
Audioglyphsio,0,0,0,0,0,1
Meta DOGE,0,0,0,0,0,1
DurexDAO,0,0,0,0,0,1
Pepsi Metaverse,0,0,0,0,0,1
APPLE DAO,0,0,0,0,0,1
PUMA Metaverse,0,0,0,0,0,1
Ukraine Inu,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
feeswtf,0,0,0,0,0,1
Adidas Originals Metaverse,0,0,0,0,0,1
McDonalds Metaverse,0,0,0,0,0,1
Nansen DAO,0,0,0,0,0,1
NO WAR IN UKRAINE,0,0,0,0,0,1
Olympic Games Beijing 2022,0,0,0,0,0,1
MetaMask  crypto wallet,0,0,0,0,0,1
RSS3,0,0,0,0,0,1
PornDAO,0,0,0,0,0,1
Zelenskyy Inu,0,0,0,0,0,1
Argent,0,0,0,0,0,1
Metroverse,0,0,0,0,0,1
metacom,0,0,0,0,0,1
LINE NFT,0,0,0,0,0,1
League of Kingdoms,0,0,0,0,0,1
Doge DAO,0,0,0,0,0,1
OINDAO,0,0,0,0,0,1
Nike RTFKT Studios,0,0,0,0,0,1
LooksRare DAO,0,0,0,0,0,1
Nintendo Metaverse,0,0,0,0,0,1
RSS3,0,0,0,0,0,1
Stader,0,0,0,0,0,1
Stater,0,0,0,0,0,1
Google Metaverse,0,0,0,0,0,1
Timeless,0,0,0,0,0,1
Kasta,0,0,0,0,0,1
NFT DAO,0,0,0,0,0,1
NFT DAO,0,0,0,0,0,1
Doge King,0,0,0,0,0,1
MAKE LOVE NOT WAR,0,0,0,0,0,1
Stepsister Token,0,0,0,0,0,1
Uranium 235,0,0,0,0,0,1
Boba Cat,0,0,0,0,0,1
Doping Token,0,0,0,0,0,1
Lunareum,0,0,0,0,0,1
Speed Token,0,0,0,0,0,1
Blood Token,0,0,0,0,0,1
Night Token,0,0,0,0,0,1
Light Token,0,0,0,0,0,1
Dark Token,0,0,0,0,0,1
Fire Token,0,0,0,0,0,1
Rock Token,0,0,0,0,0,1
Flare Token,0,0,0,0,0,1
Sword Token,0,0,0,0,0,1
GymFloki,0,0,0,0,0,1
Pulse Token,0,0,0,0,0,1
Metal Token,0,0,0,0,0,1
Women Token,0,0,0,0,0,1
Black Token,0,0,0,0,0,1
March Token,0,0,0,0,0,1
Reborn,0,0,0,0,0,1
Fish Token,0,0,0,0,0,1
Steel Token,0,0,0,0,0,1
Coyote Token,0,0,0,0,0,1
Grigori Rasputin Token,0,0,0,0,0,1
Night Token,0,0,0,0,0,1
Heavy Token,0,0,0,0,0,1
Samsung Metaverse,0,0,0,0,0,1
Bullet Token,0,0,0,0,0,1
Chica Token,0,0,0,0,0,1
Birth,0,0,0,0,0,1
Rebirth,0,0,0,0,0,1
Relic,0,0,0,0,0,1
The Return,0,0,0,0,0,1
Pharaoh Token,0,0,0,0,0,1
Rouble Rush,0,0,0,0,0,1
Hyena Token,0,0,0,0,0,1
Steam Metaverse,0,0,0,0,0,1
Metaverse DAO Token,0,0,0,0,0,1
HUAWEI Metaverse,0,0,0,0,0,1
Rutracker Metaverse,0,0,0,0,0,1
Amazon  Metaverse,0,0,0,0,0,1
Amazon Metaverse,0,0,0,0,0,1
Kodami Metaverse,0,0,0,0,0,1
Hydra Metaverse,0,0,0,0,0,1
Pizza Metaverse tmePizzaMetaverse,0,0,0,0,0,1
METAVERSE BROKERS,0,0,0,0,0,1
miHoYo Metaverse,0,0,0,0,0,1
FlokiFlare Metaverse,0,0,0,0,0,1
Unilever Metaverse,0,0,0,0,0,1
Walmart Metaverse,0,0,0,0,0,1
JP Morgan Onyx Metaverse,0,0,0,0,0,1
McDonalds Metaverse,0,0,0,0,0,1
Backwood Metaverse,0,0,0,0,0,1
VISA Metaverse,0,0,0,0,0,1
Uber Metaverse,0,0,0,0,0,1
Metaverse Shiba,0,0,0,0,0,1
YouTube Metaverse,0,0,0,0,0,1
SONY Metaverse,0,0,0,0,0,1
Nintendo Metaverse,0,0,0,0,0,1
PUMA Metaverse,0,0,0,0,0,1
Billboard Metaverse,0,0,0,0,0,1
OmegleMetaverse,0,0,0,0,0,1
TOSHIBA Metaverse,0,0,0,0,0,1
Ubisoft Metaverse,0,0,0,0,0,1
Gucci Metaverse,0,0,0,0,0,1
No War Metaverse,0,0,0,0,0,1
Microsoft Metaverse,0,0,0,0,0,1
Roblox Metaverse,0,0,0,0,0,1
Warner Bros Metaverse,0,0,0,0,0,1
Crafty Metaverse,0,0,0,0,0,1
Dragon Land Metaverse,0,0,0,0,0,1
BMW Metaverse,0,0,0,0,0,1
Google Metaverse,0,0,0,0,0,1
Audi Metaverse,0,0,0,0,0,1
HSBC Metaverse,0,0,0,0,0,1
Linkedin Metaverse,0,0,0,0,0,1
Mercedes Benz Metaverse,0,0,0,0,0,1
Adobe Metaverse,0,0,0,0,0,1
ARISTA Metaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Play to Metaverse,0,0,0,0,0,1
Activision Blizzard Metaverse,0,0,0,0,0,1
MetaverseKing,0,0,0,0,0,1
PRADAMetaverse,0,0,0,0,0,1
SANXING Metaverse,0,0,0,0,0,1
SAMSUNG Metaverse,0,0,0,0,0,1
LOREAL Metaverse,0,0,0,0,0,1
Gotham Metaverse,0,0,0,0,0,1
Gecko Metaverse,0,0,0,0,0,1
Shiba Inu MetaVerse,0,0,0,0,0,1
Shopify Metaverse TM,0,0,0,0,0,1
Artemis Metaverse,0,0,0,0,0,1
Hilton Metaverse,0,0,0,0,0,1
Snapchat Metaverse,0,0,0,0,0,1
TinderMetaverse,0,0,0,0,0,1
Adidas Originals Metaverse,0,0,0,0,0,1
Nike Metaverse,0,0,0,0,0,1
Prada Metaverse,0,0,0,0,0,1
Adidas Metaverse,0,0,0,0,0,1
Adidas Metaverse,0,0,0,0,0,1
Herms Metaverse,0,0,0,0,0,1
Nike Metaverse,0,0,0,0,0,1
Nike Metaverse,0,0,0,0,0,1
Metaverseinu,0,0,0,0,0,1
Metaverse SDK,0,0,0,0,0,1
Nestle Metaverse,0,0,0,0,0,1
Motorola Metaverse,0,0,0,0,0,1
METAVERSE GAMEFI,0,0,0,0,0,1
The New Frontier Metaverse,0,0,0,0,0,1
Marriott Metaverse,0,0,0,0,0,1
Gumball Metaverse,0,0,0,0,0,1
Shiba Metaverse,0,0,0,0,0,1
Steam Metaverse,0,0,0,0,0,1
MetaverseX,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Metaverse of Shiba,0,0,0,0,0,1
Adidas Into The Metaverse,0,0,0,0,0,1
Unix Metaverse,0,0,0,0,0,1
MetaverseX,0,0,0,0,0,1
Diamond Bank Metaverse,0,0,0,0,0,1
Metaverse Quantum,0,0,0,0,0,1
MetaverseForte,0,0,0,0,0,1
Sony Metaverse,0,0,0,0,0,1
Shiba Metaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Uber Metaverse,0,0,0,0,0,1
Johnson Metaverse,0,0,0,0,0,1
Zombie Metaverse Token,0,0,0,0,0,1
Metaverse Sorare,0,0,0,0,0,1
Airbnb Metaverse,0,0,0,0,0,1
Slime Inu Metaverse,0,0,0,0,0,1
DeepMetaVerse,0,0,0,0,0,1
Nintendo Metaverse,0,0,0,0,0,1
Dragon Land Metaverse,0,0,0,0,0,1
Adidas Metaverse,0,0,0,0,0,1
Wolf MetaVerse,0,0,0,0,0,1
PEPSI Metaverse,0,0,0,0,0,1
Dragon Land Metaverse,0,0,0,0,0,1
Fantasy Metaverse Game,0,0,0,0,0,1
Boeing Metaverse Airplane,0,0,0,0,0,1
Tinder Metaverse,0,0,0,0,0,1
Nike Into The Metaverse,0,0,0,0,0,1
SquidMetaVerse,0,0,0,0,0,1
McDonalds Metaverse,0,0,0,0,0,1
Metaverse Oxygen Pool,0,0,0,0,0,1
MetaverseUFO,0,0,0,0,0,1
Hasbulla Metaverse,0,0,0,0,0,1
Dragon Land Metaverse,0,0,0,0,0,1
Pepsi Metaverse,0,0,0,0,0,1
Gogeta Metaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Oscar Metaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Hollywood Metaverse,0,0,0,0,0,1
Hilton Metaverse,0,0,0,0,0,1
Metaverse Inu,0,0,0,0,0,1
Metaverse Community DAO,0,0,0,0,0,1
Metaverse Investment Legacy Fund,0,0,0,0,0,1
Chrome Metaverse,0,0,0,0,0,1
Budweiser Metaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
MetaverseSwap,0,0,0,0,0,1
Atlantis Metaverse,0,0,0,0,0,1
 Metaverse Capital ,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
APPLE Metaverse,0,0,0,0,0,1
Michelin Metaverse,0,0,0,0,0,1
Metaverse ETP Chain Token,0,0,0,0,0,1
Zerogoki Metaverse Index 2x Long,0,0,0,0,0,1
Dragon Land Metaverse,0,0,0,0,0,1
Metaverse DNAxCAT,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
MetaverseX,0,0,0,0,0,1
Realy Metaverse,0,0,0,0,0,1
Portal Metaverse,0,0,0,0,0,1
Rolex Metaverse,0,0,0,0,0,1
Metaverse Game,0,0,0,0,0,1
UFOMETAVERSE,0,0,0,0,0,1
Roblox Metaverse,0,0,0,0,0,1
SHIBA METAVERSE,0,0,0,0,0,1
Metaverse Capital,0,0,0,0,0,1
Metaverse Capital Official,0,0,0,0,0,1
VOXmetaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
MetaVerse,0,0,0,0,0,1
Dark Metaverse,0,0,0,0,0,1
Metaverse inu,0,0,0,0,0,1
Metaverse Land Exchange,0,0,0,0,0,1
Metaverse RYOMA,0,0,0,0,0,1
Shell Metaverse,0,0,0,0,0,1
Gucci Metaverse,0,0,0,0,0,1
Louis Vuitton Metaverse,0,0,0,0,0,1
Metaverse Capital,0,0,0,0,0,1
Metaverse Finance,0,0,0,0,0,1
MCMetaverse,0,0,0,0,0,1
Toyota Metaverse,0,0,0,0,0,1
MetaVerse Captial ,0,0,0,0,0,1
Kishu Metaverse Token,0,0,0,0,0,1
MetaverseX,0,0,0,0,0,1
Metaverse Shiba,0,0,0,0,0,1
Boeing Metaverse,0,0,0,0,0,1
DIOR Metaverse,0,0,0,0,0,1
AlphaMetaverse,0,0,0,0,0,1
Playboy Metaverse,0,0,0,0,0,1
Pixel Army Metaverse,0,0,0,0,0,1
Amazon Metaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
ExxonMobil Metaverse,0,0,0,0,0,1
Tiktok Metaverse,0,0,0,0,0,1
Snapchat Metaverse,0,0,0,0,0,1
ShibaMetaverseCapital,0,0,0,0,0,1
Adidas Originals Metaverse,0,0,0,0,0,1
Nokia Metaverse,0,0,0,0,0,1
 Inu Metaverse ,0,0,0,0,0,1
MetaverseX,0,0,0,0,0,1
Metaverse Spruce,0,0,0,0,0,1
Metaverse DNA Chain Token,0,0,0,0,0,1
Metaverse Index,0,0,0,0,0,1
GoogleMetaverse,0,0,0,0,0,1
Paypal Metaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Nintendo Metaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Metaverse USM,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Shiba MetaVerse,0,0,0,0,0,1
InuMetaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Las Vegas Metaverse,0,0,0,0,0,1
JPMorgan Metaverse,0,0,0,0,0,1
METAVERSE,0,0,0,0,0,1
MetaverseBrokers,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Social Metaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
MetaverseX,0,0,0,0,0,1
Deep MetaVerse,0,0,0,0,0,1
Realy Metaverse,0,0,0,0,0,1
Metaversero,0,0,0,0,0,1
Metaverse ETF,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Ubisoft Metaverse,0,0,0,0,0,1
MetaverseElon,0,0,0,0,0,1
Cisco Metaverse,0,0,0,0,0,1
LanStar Metaverse,0,0,0,0,0,1
Metaverse Capital,0,0,0,0,0,1
NIKE Metaverse Token,0,0,0,0,0,1
Uniqlo Metaverse,0,0,0,0,0,1
Balenciaga Metaverse,0,0,0,0,0,1
Adidas Originals Metaverse,0,0,0,0,0,1
Exotic Metaverse,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Metaverse Gold,0,0,0,0,0,1
MetaverseX,0,0,0,0,0,1
Metaverse INU,0,0,0,0,0,1
Rockefeller Metaverse,0,0,0,0,0,1
Metaverse NFT Index,0,0,0,0,0,1
Metaverse,0,0,0,0,0,1
Boring Token,0,0,0,0,0,1
Ferpaid Finance,0,0,0,0,0,1
Viet Kong Token,0,0,0,0,0,1
Spellsword,0,0,0,0,0,1
Pikong,0,0,0,0,0,1
Recycle Token,0,0,0,0,0,1
Viking,0,0,0,0,0,1
DAO Solana,0,0,0,0,0,1
Jungle Token,0,0,0,0,0,1
BUBU Token,0,0,0,0,0,1
Revive,0,0,0,0,0,1
Recipe Token,0,0,0,0,0,1
Dogona,0,0,0,0,0,1
Vaping Ape Coin,0,0,0,0,0,1
Elonatama,0,0,0,0,0,1
Elonagoose,0,0,0,0,0,1
Patrick Inu,0,0,0,0,0,1
Soviet Elona,0,0,0,0,0,1
Repay Token,0,0,0,0,0,1
MiniApeCoin,0,0,0,0,0,1
Master Plan Token,0,0,0,0,0,1
Rock Inu,0,0,0,0,0,1
Carrefour Metaverse,0,0,0,0,0,1
Subway Metaverse,0,0,0,0,0,1
MetaMask DAO,0,0,0,0,0,1
Louis Vuitton Metaverse,0,0,0,0,0,1
ApeCoin DAO,0,0,0,0,0,1
Bulgari NFT,0,0,0,0,0,1
Blizzard Metaverse,0,0,0,0,0,1
NIKE Share Token,0,0,0,0,0,1
EA Metaverse,0,0,0,0,0,1
Marlboro Metaverse,0,0,0,0,0,1
Riot Games,0,0,0,0,0,1
Meebits Coin,0,0,0,0,0,1
Cool Cats Coin,0,0,0,0,0,1
AzukiCoin,0,0,0,0,0,1
MAYC COIN,0,0,0,0,0,1
Doodles Coin,0,0,0,0,0,1
eBay Metaverse,0,0,0,0,0,1
Gmail Metaverse,0,0,0,0,0,1
Supreme Metaverse,0,0,0,0,0,1
BAYC Token,0,0,0,0,0,1
Jordan Metaverse,0,0,0,0,0,1
Yuga Coin,0,0,0,0,0,1
ApeCoin,0,0,0,0,0,1
Mfers Coin,0,0,0,0,0,1
CryptoPunks,0,0,0,0,0,1
World Of Women,0,0,0,0,0,1
ApeCoin,0,0,0,0,0,1
CLONE X,0,0,0,0,0,1
BAKC COIN,0,0,0,0,0,1
LINE Metaverse,0,0,0,0,0,1
Pizza Hut Metaverse,0,0,0,0,0,1
Verizon Metaverse,0,0,0,0,0,1
Amazon Metaverse,0,0,0,0,0,1
Yumi,0,0,0,0,0,1
Disney Metaverse,0,0,0,0,0,1
DuPont Metaverse,0,0,0,0,0,1
WGM,0,0,0,0,0,1
ApeHaven,0,0,0,0,0,1
Uniswap V2,0,0,0,0,0,1
WallStreet DAO,0,0,0,0,0,1
Qualcomm Metaverse,0,0,0,0,0,1
Uniswap V2,0,0,0,0,0,1
StonedApeCoin,0,0,0,0,0,1
The Ape Predator,0,0,0,0,0,1
CardanoStarter,0,0,0,0,0,1
SEGA Metaverse,0,0,0,0,0,1
Animoca Brands Metaverse,0,0,0,0,0,1
Pokemon Metaverse,0,0,0,0,0,1
ADIDAS Metaverse,0,0,0,0,0,1
XBOX Metaverse,0,0,0,0,0,1
Tiffany  Co Metaverse,0,0,0,0,0,1
HelloKitty Metaverse,0,0,0,0,0,1
LG Metaverse,0,0,0,0,0,1
IKEA Metaverse,0,0,0,0,0,1
Skype Metaverse,0,0,0,0,0,1
Red Bull Metaverse,0,0,0,0,0,1
Adobe Metaverse,0,0,0,0,0,1
Mastercard Metaverse,0,0,0,0,0,1
Honda Metaverse,0,0,0,0,0,1
ExxonMobil Metaverse,0,0,0,0,0,1
Nikeland Metaverse,0,0,0,0,0,1
DairyQueen Metaverse,0,0,0,0,0,1
Bikini Metaverse,0,0,0,0,0,1
Stranded Metaverse,0,0,0,0,0,1
Origin Metaverse,0,0,0,0,0,1
Invisible Friends,0,0,0,0,0,1
Imaginary Ones,0,0,0,0,0,1
Punk Coin,0,0,0,0,0,1
Queen Ape Coin,0,0,0,0,0,1
iAPE Coin,0,0,0,0,0,1
Origin Metaverse,0,0,0,0,0,1
Wrapped BTC,0,0,0,0,0,1
Gundam Metaverse,0,0,0,0,0,1
PHILIPS Metaverse,0,0,0,0,0,1
Ubisoft Metaverse,0,0,0,0,0,1
Target Metaverse,0,0,0,0,0,1
FACEBOOK,0,0,0,0,0,1
Firefox Metaverse,0,0,0,0,0,1
HITACHI Metaverse,0,0,0,0,0,1
7ELEVEN Metaverse,0,0,0,0,0,1
Porsche Metaverse,0,0,0,0,0,1
DreamWorks Metaverse,0,0,0,0,0,1
FIFA Metaverse,0,0,0,0,0,1
Something,0,0,0,0,0,1
Switch Metaverse,0,0,0,0,0,1
Gameloft Metaverse,0,0,0,0,0,1
Oculus Metaverse,0,0,0,0,0,1
SHIB The Metaverse,0,0,0,0,0,1
Panasonic Metaverse,0,0,0,0,0,1
Supercell Metaverse,0,0,0,0,0,1
PopCap Metaverse,0,0,0,0,0,1
Tiffany Metaverse,0,0,0,0,0,1
SoftBank Metaverse,0,0,0,0,0,1
Epic Games Metaverse,0,0,0,0,0,1
Ferrari Metaverse,0,0,0,0,0,1
Patek Philippe Metaverse,0,0,0,0,0,1
Richard Mille Metaverse,0,0,0,0,0,1
Opera Metaverse,0,0,0,0,0,1
LVMH Metaverse,0,0,0,0,0,1
Epic Games Metaverse,0,0,0,0,0,1
Beanz Official,0,0,0,0,0,1
BEANZ Official,0,0,0,0,0,1
Something,0,0,0,0,0,1
Something,0,0,0,0,0,1
Cult Bank,0,0,0,0,0,1
AzukiCoin,0,0,0,0,0,1
Cult Capital,0,0,0,0,0,1
Patek Philippe Metaverse,0,0,0,0,0,1
Capcom Metaverse,0,0,0,0,0,1
Konami Metaverse,0,0,0,0,0,1
Epic Games Metaverse,0,0,0,0,0,1
Bentley Metaverse,0,0,0,0,0,1
Oracle Metaverse,0,0,0,0,0,1
Costco Metaverse,0,0,0,0,0,1
Costco Metaverse,0,0,0,0,0,1
Nexon Metaverse,0,0,0,0,0,1
Rockstar Metaverse,0,0,0,0,0,1
Epic Games Metaverse,0,0,0,0,0,1
Samsung Metaverse,0,0,0,0,0,1
Wendys Metaverse,0,0,0,0,0,1
Subway Metaverse,0,0,0,0,0,1
Bentley Metaverse,0,0,0,0,0,1
Nexon Metaverse,0,0,0,0,0,1
Richard Mille Metaverse,0,0,0,0,0,1
Roblox Metaverse,0,0,0,0,0,1
Dolce Gabbana Metaverse,0,0,0,0,0,1
Zynga Metaverse,0,0,0,0,0,1
Atari Metaverse,0,0,0,0,0,1
Sparksen,0,0,0,0,0,1
Twitter Metaverse,0,0,0,0,0,1
PUBG Metaverse,0,0,0,0,0,1
Boucheron Metaverse,0,0,0,0,0,1
McDonalds Metaverse,0,0,0,0,0,1
Capcom Metaverse,0,0,0,0,0,1
Telltale Games Metaverse,0,0,0,0,0,1
Zuck Bucks,0,0,0,0,0,1
adidas Originals,0,0,0,0,0,1
Opera DAO,0,0,0,0,0,1
New Line Cinema,0,0,0,0,0,1
GM,0,0,0,0,0,1
fren,0,0,0,0,0,1
BAX,0,0,0,0,0,1
AdaSwap,0,0,0,0,0,1
Wagmiverse,0,0,0,0,0,1
Conic Finance,0,0,0,0,0,1
Kyoko GameFi,0,0,0,0,0,1
Interplay Metaverse,0,0,0,0,0,1
Wrapped BTC,0,0,0,0,0,1
LayerZeroToken,0,0,0,0,0,1
StarCraft Metaverse,0,0,0,0,0,1
Gauntlet,0,0,0,0,0,1
Itheum,0,0,0,0,0,1
Tronix,0,0,0,0,0,1
World of Women Governance Token,0,0,0,0,0,1
Tribal Credit,0,0,0,0,0,1
TikTok DAO,0,0,0,0,0,1
NORMANCOMICS,0,0,0,0,0,1
AzukiCoin,0,0,0,0,0,1
CoW Protocol Token,0,0,0,0,0,1
CLONE X  X TAKASHI MURAKAMI,0,0,0,0,0,1
ApeCoin,0,0,0,0,0,1
League of Legends,0,0,0,0,0,1
Sigma Finance,0,0,0,0,0,1
Cryptovoxels Color,0,0,0,0,0,1
FrankCoin,0,0,0,0,0,1
United International Pictures,0,0,0,0,0,1
Bandai Namco,0,0,0,0,0,1
Luna Foundation,0,0,0,0,0,1
ApeCoin,0,0,0,0,0,1
Metacloud,0,0,0,0,0,1
SHiBGOTCHi,0,0,0,0,0,1
Viral Crypto App,0,0,0,0,0,1
MetaKitties,0,0,0,0,0,1
Crokt Network,0,0,0,0,0,1
Exoticsy,0,0,0,0,0,1
BlueSparrowToken,0,0,0,0,0,1
Linxy Finance,0,0,0,0,0,1
Gric Coin,0,0,0,0,0,1
Cherry,0,0,0,0,0,1
Avastar Replicant Token,0,0,0,0,0,1
VerityToken,0,0,0,0,0,1
SEXPOP Collective,0,0,0,0,0,1
GUS1 Raffle Ticket,0,0,0,0,0,1
Ravelous,0,0,0,0,0,1
AAPL,0,0,0,0,0,1
AXION,0,0,0,0,0,1
SAFE2,0,0,0,0,0,1
Chanel Metaverse,0,0,0,0,0,1
Universal Pictures Metaverse,0,0,0,0,0,1
GENIE COIN,0,0,0,0,0,1
mfers,0,0,0,0,0,1
Omega Metaverse,0,0,0,0,0,1
ApeX Protocol,0,0,0,0,0,1
ElonMusk Twitter,0,0,0,0,0,1
TriStar Pictures,0,0,0,0,0,1
Panasonic Metaverse,0,0,0,0,0,1
Doodles,0,0,0,0,0,1
Louis Vuitton Metaverse,0,0,0,0,0,1
Optimism,0,0,0,0,0,1
EvmoSwap,0,0,0,0,0,1
Gameloft Metaverse,0,0,0,0,0,1
Bend Dao,0,0,0,0,0,1
Hasbro Metaverse,0,0,0,0,0,1
Hashdex Metaverse,0,0,0,0,0,1
Moonbirds Reward Token,0,0,0,0,0,1
mfer,0,0,0,0,0,1
Gucci Grail NFT,0,0,0,0,0,1
Walking Dead Metaverse,0,0,0,0,0,1
Otherdeed,0,0,0,0,0,1
Wisdomtree DAO,0,0,0,0,0,1
YAMAHA Metaverse,0,0,0,0,0,1
Otherside,0,0,0,0,0,1
Toei Animation Metaverse,0,0,0,0,0,1
Scattercx,0,0,0,0,0,1
Coke In The Cola,0,0,0,0,0,1
NEXON Metaverse,0,0,0,0,0,1
Project Galaxy,0,0,0,0,0,1
Epic Games,0,0,0,0,0,1
CoinAnalyst,0,0,0,0,0,1
Otherside,0,0,0,0,0,1
OthersideAPE,0,0,0,0,0,1
NATION,0,0,0,0,0,1
Otherdeed for Otherside,0,0,0,0,0,1
Optimism,0,0,0,0,0,1
JunoSwap,0,0,0,0,0,1
Optimism,0,0,0,0,0,1
Optimism,0,0,0,0,0,1
World of Women,0,0,0,0,0,1
Project Galaxy,0,0,0,0,0,1
Akutars,0,0,0,0,0,1
Arbitrum,0,0,0,0,0,1
Terra Classic,0,0,0,0,0,1
Hasbro Metaverse,0,0,0,0,0,1
MetaMask Metaverse,0,0,0,0,0,1
Walt Disney Metaverse,0,0,0,0,0,1
WenMoon,0,0,0,0,0,1
Gnosis Safe,0,0,0,0,0,1
Aurigami,0,0,0,0,0,1
Twitter DAO,0,0,0,0,0,1
BEANZ Official,0,0,0,0,0,1
Moonbirds,0,0,0,0,0,1
Toncoin,0,0,0,0,0,1
Patek Philippe Metaverse,0,0,0,0,0,1
Moonbirds,0,0,0,0,0,1
Walking Dead,0,0,0,0,0,1
Epic Games,0,0,0,0,0,1
Murakami Flowers,0,0,0,0,0,1
Warner Bros Pictures,0,0,0,0,0,1
Koda for Otherside,0,0,0,0,0,1
Optimism,0,0,0,0,0,1
Optimism,0,0,0,0,0,1
Burn,0,0,0,0,0,1
O2DEX,0,0,0,0,0,1
ApeXProtocol,0,0,0,0,0,1
Gucci Metaverse,0,0,0,0,0,1
Doodles Coin,0,0,0,0,0,1
TakeTwo Interactive,0,0,0,0,0,1
Musk Coca Cola,0,0,0,0,0,1
Moonbirds,0,0,0,0,0,1
Crypterator App,0,0,0,0,0,1
XTAKE,0,0,0,0,0,1
InnovativeBioresearchClassic,0,0,0,0,0,1
Kore,0,0,0,0,0,1
Project Galaxy,0,0,0,0,0,1
SportX,0,0,0,0,0,1
0xc237ca34295030b4b80c5355036fda5351903633,0,0,0,0,0,1
0x0c6c1189436e770a0dfb0389e16d09b7ec7e0225,0,0,0,0,0,1
0xc3ac0a94c7b95fba2d09fc8833b31f84d5abb316,0,0,0,0,0,1
0x2744861accb5bd435017c1cfee789b6ebab42082,0,0,0,0,0,1
0xa85f8a198d59f0fda82333be9aeeb50f24dd59ff,0,0,0,0,0,1
0xa39b14f57087aa5f16b941e5ec182b84a5432aa7,0,0,0,0,0,1
0xe4fb1bb8423417a460286b0ed44b64e104c5fae5,0,0,0,0,0,1
0x22e51bae3f545255e115090202a23c7ede0b00b9,0,0,0,0,0,1
0x81067076dcb7d3168ccf7036117b9d72051205e2,0,0,0,0,0,1
0x8ae127d224094cb1b27e1b28a472e588cbcc7620,0,0,0,0,0,1
0x0b91b07beb67333225a5ba0259d55aee10e3a578,0,0,0,0,0,1
0x0b91b07beb67333225a5ba0259d55aee10e3a578,0,0,0,0,0,1
0xd8e376e3b3630b1790fb9a79d91732f568bccbe1,0,0,0,0,0,1
0xcbf4ab00b6aa19b4d5d29c7c3508b393a1c01fe3,0,0,0,0,0,1
0x02677c45fa858b9ffec24fc791bf72cdf4a8a8df,0,0,0,0,0,1
0x6142f62e7996faec5c5bb9d10669d60299d69dfe,0,0,0,0,0,1
0xd7f1d4f5a1b44d827a7c3cc5dd46a80fade55558,0,0,0,0,0,1
0xd7f1d4f5a1b44d827a7c3cc5dd46a80fade55558,0,0,0,0,0,1
0x1cc384b6f900a947eb3bbfc47417afeee7599e24,0,0,0,0,0,1
0x8a0b040f27407d7a603bca701b857f8f81a1c7af,0,0,0,0,0,1
0x0364c8dbde082372e8d6a6137b45613dd0f8138a,0,0,0,0,0,1
0x826389516483aa4b2f70eed91177df942509552c,0,0,0,0,0,1
0xd0f3121a190d85de0ab6131f2bcecdbfcfb38891,0,0,0,0,0,1
0x2c820e8936a077629d4ba37e522470c8cca3deee,0,0,0,0,0,1
0xbb54fdc0ce6e73ed86312d40ac711179e8872ba6,0,0,0,0,0,1
