Title,Num_Of_Prev_Drops,Whitepaper,Requirement_Count,Guide_Length,Social_Media_Count
Metaverse,0,0,0,0,0
MetaverseSwap,0,0,0,0,0
Atlantis Metaverse,0,0,0,0,0
 Metaverse Capital ,0,0,0,0,0
Metaverse,0,0,0,0,0
APPLE Metaverse,0,0,0,0,0
Michelin Metaverse,0,0,0,0,0
Metaverse ETP Chain Token,0,0,0,0,0
Zerogoki Metaverse Index 2x Long,0,0,0,0,0
Dragon Land Metaverse,0,0,0,0,0
Metaverse DNAxCAT,0,0,0,0,0
Metaverse,0,0,0,0,0
MetaverseX,0,0,0,0,0
Realy Metaverse,0,0,0,0,0
Portal Metaverse,0,0,0,0,0
Rolex Metaverse,0,0,0,0,0
Metaverse Game,0,0,0,0,0
UFOMETAVERSE,0,0,0,0,0
Roblox Metaverse,0,0,0,0,0
SHIBA METAVERSE,0,0,0,0,0
Metaverse Capital,0,0,0,0,0
Metaverse Capital Official,0,0,0,0,0
VOXmetaverse,0,0,0,0,0
Metaverse,0,0,0,0,0
MetaVerse,0,0,0,0,0
Dark Metaverse,0,0,0,0,0
Metaverse inu,0,0,0,0,0
Metaverse Land Exchange,0,0,0,0,0
Metaverse RYOMA,0,0,0,0,0
Shell Metaverse,0,0,0,0,0
Gucci Metaverse,0,0,0,0,0
Louis Vuitton Metaverse,0,0,0,0,0
Metaverse Capital,0,0,0,0,0
Metaverse Finance,0,0,0,0,0
MCMetaverse,0,0,0,0,0
Toyota Metaverse,0,0,0,0,0
MetaVerse Captial ,0,0,0,0,0
Kishu Metaverse Token,0,0,0,0,0
MetaverseX,0,0,0,0,0
Metaverse Shiba,0,0,0,0,0
Boeing Metaverse,0,0,0,0,0
DIOR Metaverse,0,0,0,0,0
AlphaMetaverse,0,0,0,0,0
Playboy Metaverse,0,0,0,0,0
Pixel Army Metaverse,0,0,0,0,0
Amazon Metaverse,0,0,0,0,0
Metaverse,0,0,0,0,0
ExxonMobil Metaverse,0,0,0,0,0
Tiktok Metaverse,0,0,0,0,0
Snapchat Metaverse,0,0,0,0,0
ShibaMetaverseCapital,0,0,0,0,0
Adidas Originals Metaverse,0,0,0,0,0
Nokia Metaverse,0,0,0,0,0
 Inu Metaverse ,0,0,0,0,0
MetaverseX,0,0,0,0,0
Metaverse Spruce,0,0,0,0,0
Metaverse DNA Chain Token,0,0,0,0,0
Metaverse Index,0,0,0,0,0
GoogleMetaverse,0,0,0,0,0
Paypal Metaverse,0,0,0,0,0
Metaverse,0,0,0,0,0
Nintendo Metaverse,0,0,0,0,0
Metaverse,0,0,0,0,0
Metaverse USM,0,0,0,0,0
Metaverse,0,0,0,0,0
Shiba MetaVerse,0,0,0,0,0
Inu-Metaverse,0,0,0,0,0
Metaverse,0,0,0,0,0
Las Vegas Metaverse,0,0,0,0,0
JPMorgan Metaverse,0,0,0,0,0
METAVERSE,0,0,0,0,0
MetaverseBrokers,0,0,0,0,0
Metaverse,0,0,0,0,0
Social Metaverse,0,0,0,0,0
Metaverse,0,0,0,0,0
MetaverseX,0,0,0,0,0
Deep MetaVerse🌌,0,0,0,0,0
Realy Metaverse,0,0,0,0,0
Metaversero,0,0,0,0,0
Metaverse ETF,0,0,0,0,0
Metaverse,0,0,0,0,0
Ubisoft Metaverse,0,0,0,0,0
MetaverseElon,0,0,0,0,0
Cisco Metaverse,0,0,0,0,0
LanStar Metaverse,0,0,0,0,0
Metaverse Capital,0,0,0,0,0
NIKE Metaverse Token,0,0,0,0,0
Uniqlo Metaverse,0,0,0,0,0
Balenciaga Metaverse,0,0,0,0,0
Adidas Originals Metaverse,0,0,0,0,0
Exotic Metaverse,0,0,0,0,0
Metaverse,0,0,0,0,0
Metaverse Gold,0,0,0,0,0
MetaverseX,0,0,0,0,0
Metaverse INU,0,0,0,0,0
Rockefeller Metaverse,0,0,0,0,0
Metaverse NFT Index,0,0,0,0,0
Metaverse,0,0,0,0,0
Boring Token,0,0,0,0,0
Ferpaid Finance,0,0,0,0,0
Viet Kong Token,0,0,0,0,0
Spellsword,0,0,0,0,0
Pikong,0,0,0,0,0
Recycle Token,0,0,0,0,0
Viking,0,0,0,0,0
DAO Solana,0,0,0,0,0
Jungle Token,0,0,0,0,0
BUBU Token,0,0,0,0,0
Revive,0,0,0,0,0
Recipe Token,0,0,0,0,0
Dogona,0,0,0,0,0
Vaping Ape Coin,0,0,0,0,0
Elonatama,0,0,0,0,0
Elonagoose,0,0,0,0,0
Patrick Inu,0,0,0,0,0
Soviet Elona,0,0,0,0,0
Repay Token,0,0,0,0,0
MiniApeCoin,0,0,0,0,0
Master Plan Token,0,0,0,0,0
Rock Inu,0,0,0,0,0
Carrefour Metaverse,0,0,0,0,0
Subway Metaverse,0,0,0,0,0
MetaMask DAO,0,0,0,0,0
Louis Vuitton Metaverse,0,0,0,0,0
ApeCoin DAO,0,0,0,0,0
Bulgari NFT,0,0,0,0,0
Blizzard Metaverse,0,0,0,0,0
NIKE Share Token,0,0,0,0,0
EA Metaverse,0,0,0,0,0
Marlboro Metaverse,0,0,0,0,0
Riot Games,0,0,0,0,0
Meebits Coin,0,0,0,0,0
Cool Cats Coin,0,0,0,0,0
AzukiCoin,0,0,0,0,0
MAYC COIN,0,0,0,0,0
Doodles Coin,0,0,0,0,0
eBay Metaverse,0,0,0,0,0
Gmail Metaverse,0,0,0,0,0
Supreme Metaverse,0,0,0,0,0
BAYC Token,0,0,0,0,0
Jordan Metaverse,0,0,0,0,0
Yuga Coin,0,0,0,0,0
ApeCoin,0,0,0,0,0
Mfers Coin,0,0,0,0,0
CryptoPunks,0,0,0,0,0
World Of Women,0,0,0,0,0
ApeCoin,0,0,0,0,0
CLONE X,0,0,0,0,0
BAKC COIN,0,0,0,0,0
LINE Metaverse,0,0,0,0,0
Pizza Hut Metaverse,0,0,0,0,0
Verizon Metaverse,0,0,0,0,0
Amazon Metaverse,0,0,0,0,0
Yumi,0,0,0,0,0
Disney Metaverse,0,0,0,0,0
DuPont Metaverse,0,0,0,0,0
WGM,0,0,0,0,0
ApeHaven,0,0,0,0,0
Uniswap V2,0,0,0,0,0
WallStreet DAO,0,0,0,0,0
Qualcomm Metaverse,0,0,0,0,0
Uniswap V2,0,0,0,0,0
StonedApeCoin,0,0,0,0,0
The Ape Predator,0,0,0,0,0
CardanoStarter,0,0,0,0,0
SEGA Metaverse,0,0,0,0,0
Animoca Brands Metaverse,0,0,0,0,0
Pokemon Metaverse,0,0,0,0,0
ADIDAS Metaverse,0,0,0,0,0
XBOX Metaverse,0,0,0,0,0
Tiffany & Co. Metaverse,0,0,0,0,0
HelloKitty Metaverse,0,0,0,0,0
LG Metaverse,0,0,0,0,0
IKEA Metaverse,0,0,0,0,0
Skype Metaverse,0,0,0,0,0
Red Bull Metaverse,0,0,0,0,0
Adobe Metaverse,0,0,0,0,0
Mastercard Metaverse,0,0,0,0,0
Honda Metaverse,0,0,0,0,0
ExxonMobil Metaverse,0,0,0,0,0
Nikeland Metaverse,0,0,0,0,0
DairyQueen Metaverse,0,0,0,0,0
Bikini Metaverse,0,0,0,0,0
Stranded Metaverse,0,0,0,0,0
Origin Metaverse,0,0,0,0,0
Invisible Friends,0,0,0,0,0
Imaginary Ones,0,0,0,0,0
Punk Coin,0,0,0,0,0
Queen Ape Coin,0,0,0,0,0
iAPE Coin,0,0,0,0,0
Origin Metaverse,0,0,0,0,0
Wrapped BTC,0,0,0,0,0
Gundam Metaverse,0,0,0,0,0
PHILIPS Metaverse,0,0,0,0,0
Ubisoft Metaverse,0,0,0,0,0
Target Metaverse,0,0,0,0,0
FACEBOOK,0,0,0,0,0
Firefox Metaverse,0,0,0,0,0
HITACHI Metaverse,0,0,0,0,0
7-ELEVEN Metaverse,0,0,0,0,0
Porsche Metaverse,0,0,0,0,0
DreamWorks Metaverse,0,0,0,0,0
FIFA Metaverse,0,0,0,0,0
Something,0,0,0,0,0
Switch Metaverse,0,0,0,0,0
Gameloft Metaverse,0,0,0,0,0
Oculus Metaverse,0,0,0,0,0
SHIB The Metaverse,0,0,0,0,0
Panasonic Metaverse,0,0,0,0,0
Supercell Metaverse,0,0,0,0,0
PopCap Metaverse,0,0,0,0,0
Tiffany Metaverse,0,0,0,0,0
SoftBank Metaverse,0,0,0,0,0
Epic Games Metaverse,0,0,0,0,0
Ferrari Metaverse,0,0,0,0,0
Patek Philippe Metaverse,0,0,0,0,0
Richard Mille Metaverse,0,0,0,0,0
Opera Metaverse,0,0,0,0,0
LVMH Metaverse,0,0,0,0,0
Epic Games Metaverse,0,0,0,0,0
Beanz Official,0,0,0,0,0
BEANZ Official,0,0,0,0,0
Something,0,0,0,0,0
Something,0,0,0,0,0
Cult Bank,0,0,0,0,0
AzukiCoin,0,0,0,0,0
Cult Capital,0,0,0,0,0
Patek Philippe Metaverse,0,0,0,0,0
Capcom Metaverse,0,0,0,0,0
Konami Metaverse,0,0,0,0,0
Epic Games Metaverse,0,0,0,0,0
Bentley Metaverse,0,0,0,0,0
Oracle Metaverse,0,0,0,0,0
Costco Metaverse,0,0,0,0,0
Costco Metaverse,0,0,0,0,0
Nexon Metaverse,0,0,0,0,0
Rockstar Metaverse,0,0,0,0,0
Epic Games Metaverse,0,0,0,0,0
Samsung Metaverse,0,0,0,0,0
Wendys Metaverse,0,0,0,0,0
Subway Metaverse,0,0,0,0,0
Bentley Metaverse,0,0,0,0,0
Nexon Metaverse,0,0,0,0,0
Richard Mille Metaverse,0,0,0,0,0
Roblox Metaverse,0,0,0,0,0
Dolce Gabbana Metaverse,0,0,0,0,0
Zynga Metaverse,0,0,0,0,0
Atari Metaverse,0,0,0,0,0
Sparksen,0,0,0,0,0
Twitter Metaverse,0,0,0,0,0
PUBG Metaverse,0,0,0,0,0
Boucheron Metaverse,0,0,0,0,0
McDonalds Metaverse,0,0,0,0,0
Capcom Metaverse,0,0,0,0,0
Telltale Games Metaverse,0,0,0,0,0
Zuck Bucks,0,0,0,0,0
adidas Originals,0,0,0,0,0
Opera DAO,0,0,0,0,0
New Line Cinema,0,0,0,0,0
GM,0,0,0,0,0
fren,0,0,0,0,0
BAX,0,0,0,0,0
AdaSwap,0,0,0,0,0
Wagmiverse,0,0,0,0,0
Conic Finance,0,0,0,0,0
Kyoko GameFi,0,0,0,0,0
Interplay Metaverse,0,0,0,0,0
Wrapped BTC,0,0,0,0,0
LayerZeroToken,0,0,0,0,0
StarCraft Metaverse,0,0,0,0,0
Gauntlet,0,0,0,0,0
Itheum,0,0,0,0,0
Tronix,0,0,0,0,0
World of Women Governance Token,0,0,0,0,0
Tribal Credit,0,0,0,0,0
TikTok DAO,0,0,0,0,0
NORMANCOMICS,0,0,0,0,0
AzukiCoin,0,0,0,0,0
CoW Protocol Token,0,0,0,0,0
CLONE X - X TAKASHI MURAKAMI,0,0,0,0,0
ApeCoin,0,0,0,0,0
League of Legends,0,0,0,0,0
Sigma Finance,0,0,0,0,0
Cryptovoxels Color,0,0,0,0,0
FrankCoin,0,0,0,0,0
United International Pictures,0,0,0,0,0
Bandai Namco,0,0,0,0,0
Luna Foundation,0,0,0,0,0
ApeCoin,0,0,0,0,0
Metacloud,0,0,0,0,0
SHiBGOTCHi,0,0,0,0,0
Viral Crypto App,0,0,0,0,0
MetaKitties,0,0,0,0,0
Crokt Network,0,0,0,0,0
Exoticsy,0,0,0,0,0
BlueSparrowToken,0,0,0,0,0
Linxy Finance,0,0,0,0,0
Gric Coin,0,0,0,0,0
Cherry,0,0,0,0,0
Avastar Replicant Token,0,0,0,0,0
VerityToken,0,0,0,0,0
SEXPOP Collective,0,0,0,0,0
GU:S1: Raffle Ticket,0,0,0,0,0
Ravelous,0,0,0,0,0
$AAPL,0,0,0,0,0
AXION,0,0,0,0,0
SAFE2,0,0,0,0,0
Chanel Metaverse,0,0,0,0,0
Universal Pictures Metaverse,0,0,0,0,0
GENIE COIN,0,0,0,0,0
mfers,0,0,0,0,0
Omega Metaverse,0,0,0,0,0
ApeX Protocol,0,0,0,0,0
ElonMusk Twitter,0,0,0,0,0
TriStar Pictures,0,0,0,0,0
Panasonic Metaverse,0,0,0,0,0
Doodles,0,0,0,0,0
Louis Vuitton Metaverse,0,0,0,0,0
Optimism,0,0,0,0,0
EvmoSwap,0,0,0,0,0
Gameloft Metaverse,0,0,0,0,0
Bend Dao,0,0,0,0,0
Hasbro Metaverse,0,0,0,0,0
Hashdex Metaverse,0,0,0,0,0
Moonbirds Reward Token,0,0,0,0,0
mfer,0,0,0,0,0
Gucci Grail NFT,0,0,0,0,0
Walking Dead Metaverse,0,0,0,0,0
Otherdeed,0,0,0,0,0
Wisdomtree DAO,0,0,0,0,0
YAMAHA Metaverse,0,0,0,0,0
Otherside,0,0,0,0,0
Toei Animation Metaverse,0,0,0,0,0
Scatter.cx,0,0,0,0,0
Coke In The Cola,0,0,0,0,0
NEXON Metaverse,0,0,0,0,0
Project Galaxy,0,0,0,0,0
Epic Games,0,0,0,0,0
CoinAnalyst,0,0,0,0,0
Otherside,0,0,0,0,0
Otherside-APE,0,0,0,0,0
NATION,0,0,0,0,0
Otherdeed for Otherside,0,0,0,0,0
Optimism,0,0,0,0,0
JunoSwap,0,0,0,0,0
Optimism,0,0,0,0,0
Optimism,0,0,0,0,0
World of Women,0,0,0,0,0
Project Galaxy,0,0,0,0,0
Akutars,0,0,0,0,0
Arbitrum,0,0,0,0,0
Terra Classic,0,0,0,0,0
Hasbro Metaverse,0,0,0,0,0
MetaMask Metaverse,0,0,0,0,0
Walt Disney Metaverse,0,0,0,0,0
WenMoon,0,0,0,0,0
Gnosis Safe,0,0,0,0,0
Aurigami,0,0,0,0,0
Twitter DAO,0,0,0,0,0
BEANZ Official,0,0,0,0,0
Moonbirds,0,0,0,0,0
Toncoin,0,0,0,0,0
Patek Philippe Metaverse,0,0,0,0,0
Moonbirds,0,0,0,0,0
Walking Dead,0,0,0,0,0
Epic Games,0,0,0,0,0
Murakami Flowers,0,0,0,0,0
Warner Bros Pictures,0,0,0,0,0
Koda for Otherside,0,0,0,0,0
Optimism,0,0,0,0,0
Optimism,0,0,0,0,0
Burn,0,0,0,0,0
O2DEX,0,0,0,0,0
ApeXProtocol,0,0,0,0,0
Gucci Metaverse,0,0,0,0,0
Doodles Coin,0,0,0,0,0
Take-Two Interactive,0,0,0,0,0
Musk Coca Cola,0,0,0,0,0
Moonbirds,0,0,0,0,0
Crypterator App,0,0,0,0,0
XTAKE,0,0,0,0,0
InnovativeBioresearchClassic,0,0,0,0,0
Kore,0,0,0,0,0
Project Galaxy,0,0,0,0,0
SportX,0,0,0,0,0
